+--------------------------+--------------------------+----------------------------------------------------------------------------------------------------------+
|       Launch Clock       |      Capture Clock       |                                                 Pin                                                      |
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WSTRB[14]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/AWADDR[22]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WDATA[101]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WDATA[127]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/ARLEN[1]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/ARID[2]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |                                       bbq_inst/ila_1/inst/ila_core_inst/shifted_data_in_reg[7][64]_srl8/D|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WSTRB[27]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WDATA[192]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WDATA[176]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WDATA[148]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WDATA[207]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WSTRB[8]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WDATA[108]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WDATA[244]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WDATA[168]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/ARLEN[3]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WDATA[233]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WDATA[78]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/ila_1/inst/ila_core_inst/u_trig/U_TM/N_DDR_MODE.G_NMU[0].U_M/allx_typeA_match_detection.ltlib_v1_0_0_allx_typeA_inst/probeDelay1_reg[28]/D|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/AWADDR[26]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/AWID[0]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/AWADDR[33]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/AWADDR[34]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WDATA[135]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WSTRB[13]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WDATA[180]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WDATA[58]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WDATA[69]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WDATA[81]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/AWSIZE[2]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/AWLEN[0]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WDATA[136]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WSTRB[9]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WDATA[241]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WDATA[70]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WDATA[179]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/ila_1/inst/ila_core_inst/u_trig/U_TM/N_DDR_MODE.G_NMU[5].U_M/allx_typeA_match_detection.ltlib_v1_0_0_allx_typeA_inst/probeDelay1_reg[32]/D|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WDATA[125]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WDATA[172]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WDATA[166]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WDATA[174]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/ARSIZE[2]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WDATA[132]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/ila_1/inst/ila_core_inst/u_trig/U_TM/N_DDR_MODE.G_NMU[5].U_M/allx_typeA_match_detection.ltlib_v1_0_0_allx_typeA_inst/probeDelay1_reg[23]/D|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WDATA[162]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WDATA[138]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/ila_1/inst/ila_core_inst/u_trig/U_TM/N_DDR_MODE.G_NMU[5].U_M/allx_typeA_match_detection.ltlib_v1_0_0_allx_typeA_inst/probeDelay1_reg[24]/D|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/ARBURST[1]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WDATA[139]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WSTRB[1]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WDATA[52]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WDATA[186]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/ila_1/inst/ila_core_inst/u_trig/U_TM/N_DDR_MODE.G_NMU[5].U_M/allx_typeA_match_detection.ltlib_v1_0_0_allx_typeA_inst/probeDelay1_reg[25]/D|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/AWADDR[0]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WDATA[231]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/AWBURST[1]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |                                       bbq_inst/ila_1/inst/ila_core_inst/shifted_data_in_reg[7][27]_srl8/D|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WDATA[247]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WDATA[111]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WDATA[33]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WDATA[88]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WDATA[22]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WDATA[200]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WDATA[159]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WDATA[153]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WDATA[87]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WDATA[201]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |                                       bbq_inst/ila_1/inst/ila_core_inst/shifted_data_in_reg[7][28]_srl8/D|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WDATA[167]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WDATA[86]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WDATA[61]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WDATA[229]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WDATA[77]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WSTRB[18]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WSTRB[25]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WSTRB[29]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WDATA[21]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WDATA[204]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WDATA[53]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WDATA[228]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WDATA[126]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WDATA[195]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WDATA[213]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WDATA[191]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WDATA[160]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WDATA[95]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WDATA[64]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WDATA[171]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WDATA[216]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WSTRB[10]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WDATA[66]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WDATA[210]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WSTRB[11]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WDATA[68]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WDATA[188]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WDATA[170]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WDATA[114]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WDATA[133]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |                                       bbq_inst/ila_1/inst/ila_core_inst/shifted_data_in_reg[7][24]_srl8/D|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/ila_1/inst/ila_core_inst/u_trig/U_TM/N_DDR_MODE.G_NMU[0].U_M/allx_typeA_match_detection.ltlib_v1_0_0_allx_typeA_inst/probeDelay1_reg[29]/D|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WDATA[217]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WDATA[248]|
